1	1	1	OK	0.0000e+00	0
34	34	34	OK	4.2207e-16	510
67	67	67	OK	4.4284e-16	2004
100	100	100	OK	4.3898e-16	4490
133	133	133	OK	4.4344e-16	7942
166	166	166	OK	4.4370e-16	12353
199	199	199	OK	4.4398e-16	17872
232	232	232	OK	4.4408e-16	24121
