1	1	1	OK	1.2167e-34	1
34	34	34	OK	1.4304e-33	668
67	67	67	OK	1.1949e-32	2551
100	100	100	OK	1.4013e-32	5765
133	133	133	OK	6.8341e-34	11182
166	166	166	OK	7.6765e-34	17557
199	199	199	OK	8.3017e-34	25043
232	232	232	OK	8.1459e-34	34133
