1	1	1	OK	1.2167e-34	1
34	34	34	OK	7.4053e-34	835
67	67	67	OK	8.8389e-34	3307
100	100	100	OK	9.4129e-34	7352
133	133	133	OK	1.1173e-33	13120
166	166	166	OK	9.6819e-34	20317
199	199	199	OK	1.0066e-33	29337
232	232	232	OK	1.1581e-33	39702
