1	1	1	OK	0.0000e+00 (0x0p+0)	0
14	14	14	OK	0.0000e+00 (0x0p+0)	0
27	27	27	OK	0.0000e+00 (0x0p+0)	0
40	40	40	OK	8.2089e-08 (0x1.6091e4p-24)	1
53	53	53	OK	0.0000e+00 (0x0p+0)	0
66	66	66	OK	0.0000e+00 (0x0p+0)	0
79	79	79	OK	8.5855e-08 (0x1.70bebep-24)	1
92	92	92	OK	0.0000e+00 (0x0p+0)	0
105	105	105	OK	0.0000e+00 (0x0p+0)	0
118	118	118	OK	1.1864e-07 (0x1.fd9232p-24)	1
131	131	131	OK	9.0752e-08 (0x1.85c65ap-24)	1
144	144	144	OK	7.7255e-08 (0x1.4bce3ap-24)	1
157	157	157	OK	0.0000e+00 (0x0p+0)	0
170	170	170	OK	1.1500e-07 (0x1.ede67ep-24)	1
183	183	183	OK	9.2283e-08 (0x1.8c5a66p-24)	1
196	196	196	OK	0.0000e+00 (0x0p+0)	0
209	209	209	OK	0.0000e+00 (0x0p+0)	0
222	222	222	OK	0.0000e+00 (0x0p+0)	0
235	235	235	OK	0.0000e+00 (0x0p+0)	0
248	248	248	OK	6.9032e-08 (0x1.287e04p-24)	1
