1	77	1	OK	2.1861e-16 (0x1.f8166950e0a55p-53)	24
34	77	34	OK	2.2202e-16 (0x1.fff05b9975839p-53)	38
67	77	67	OK	2.2792e-16 (0x1.06c5d56bd5ed9p-52)	30
100	77	100	OK	3.4371e-16 (0x1.8c457529aa8a4p-52)	37
133	77	133	OK	3.4474e-16 (0x1.8d766b320e2b1p-52)	29
166	77	166	OK	3.0021e-16 (0x1.5a1e5b695265p-52)	32
199	77	199	OK	3.2896e-16 (0x1.7b439e9b8c4f9p-52)	39
232	77	232	OK	2.2146e-16 (0x1.fea982415f889p-53)	34
