1	1	1	OK	0.0000e+00 (0x0p+0)	0
2	2	2	OK	1.0468e-07 (0x1.c19706p-24)	1
4	4	4	OK	8.9544e-08 (0x1.8096f4p-24)	1
8	8	8	OK	0.0000e+00 (0x0p+0)	0
16	16	16	OK	0.0000e+00 (0x0p+0)	0
32	32	32	OK	0.0000e+00 (0x0p+0)	0
64	64	64	OK	0.0000e+00 (0x0p+0)	0
128	128	128	OK	0.0000e+00 (0x0p+0)	0
256	256	256	OK	0.0000e+00 (0x0p+0)	0
512	512	512	OK	1.7847e-07 (0x1.7f413ep-23)	1
1024	1024	1024	OK	6.9726e-08 (0x1.2b783p-24)	1
2048	2048	2048	OK	1.1296e-07 (0x1.e52c54p-24)	1
4096	4096	4096	OK	2.8187e-07 (0x1.2ea75cp-22)	1
8192	8192	8192	OK	1.1428e-07 (0x1.ead0c4p-24)	1
16384	16384	16384	OK	9.1838e-08 (0x1.8a7146p-24)	1
32768	32768	32768	OK	1.8565e-07 (0x1.8eae6p-23)	1
65536	65536	65536	OK	0.0000e+00 (0x0p+0)	0
131072	131072	131072	OK	1.9965e-07 (0x1.acc0a4p-23)	1
262144	262144	262144	OK	1.4523e-07 (0x1.37e1b8p-23)	1
524288	524288	524288	OK	1.5184e-07 (0x1.46124p-23)	1
1048576	1048576	1048576	OK	1.0748e-07 (0x1.cd9e7p-24)	1
2097152	2097152	2097152	OK	0.0000e+00 (0x0p+0)	0
