1	1	1	OK	1.2167e-34	1
34	34	34	OK	2.9691e-33	695
67	67	67	OK	1.6715e-32	2638
100	100	100	OK	1.1908e-31	5804
133	133	133	OK	7.4632e-34	11035
166	166	166	OK	7.2614e-34	17077
199	199	199	OK	7.6351e-34	24613
232	232	232	OK	7.4183e-34	33301
