1	77	1	OK	2.0979e-16	23
34	77	34	OK	4.3724e-16	1178
67	77	67	OK	4.4112e-16	2317
100	77	100	OK	4.4337e-16	3463
133	77	133	OK	1.0225e-15	4602
166	77	166	OK	4.4387e-16	5698
199	77	199	OK	4.3908e-16	6795
232	77	232	OK	4.4395e-16	7980
