1	77	1	OK	3.7466e-34	52
34	77	34	OK	8.8795e-34	1862
67	77	67	OK	9.6095e-34	3830
100	77	100	OK	8.9072e-34	5733
133	77	133	OK	9.0470e-34	7546
166	77	166	OK	9.4350e-34	9411
199	77	199	OK	8.8419e-34	11492
232	77	232	OK	9.5297e-34	13279
