1	1	1	OK	0.0000e+00	0
34	34	34	OK	3.8769e-16	28
67	67	67	NG	2.8376e-14	57
100	100	100	NG	2.0782e-14	85
133	133	133	NG	2.2063e-14	109
166	166	166	NG	3.1842e-14	141
199	199	199	NG	1.7350e-13	167
232	232	232	NG	1.4364e-13	202
